"Start","Stop","Length","Frame"
16303,16605,303,1
25915,26253,339,1
46663,96924,50262,1
171889,172554,666,1
194986,195438,453,1
201538,201939,402,1
226630,226941,312,1
239569,239970,402,1
300796,301170,375,1
310501,310869,369,1
316639,316956,318,1
328771,329610,840,1
361183,361770,588,1
375367,375933,567,1
379366,379680,315,1
384064,385503,1440,1
386554,386979,426,1
411730,412059,330,1
413524,413916,393,1
433495,434172,678,1
437068,438891,1824,1
456142,456606,465,1
457165,457500,336,1
466192,466698,507,1
482803,483201,399,1
489691,490011,321,1
498196,498579,384,1
547885,548217,333,1
550981,551385,405,1
556858,557637,780,1
571945,572250,306,1
609679,609984,306,1
622363,622803,441,1
647167,647484,318,1
670618,670968,351,1
690190,690492,303,1
700684,701016,333,1
714616,715143,528,1
718492,718890,399,1
793174,793593,420,1
795550,795849,300,1
810619,810993,375,1
810997,811320,324,1
844669,845247,579,1
883051,883356,306,1
896788,897093,306,1
933376,933714,339,1
943381,943728,348,1
943957,944523,567,1
974548,974898,351,1
976573,977031,459,1
990469,990867,399,1
992593,992904,312,1
1007824,1008240,417,1
1029076,1029558,483,1
1031149,1031487,339,1
1041397,1042191,795,1
1059781,1060116,336,1
1073008,1073307,300,1
1091113,1091421,309,1
1123981,1124364,384,1
1126549,1127118,570,1
1129126,1129506,381,1
1150774,1151262,489,1
1151338,1151943,606,1
1191790,1192119,330,1
1209148,1209474,327,1
1247647,1248252,606,1
1268143,1268679,537,1
1297792,1298214,423,1
1302670,1303005,336,1
1316020,1316334,315,1
1330936,1331298,363,1
1340158,1340604,447,1
1348048,1348389,342,1
1358764,1359285,522,1
1360567,1360881,315,1
1367080,1367520,441,1
1382377,1382901,525,1
1422634,1422954,321,1
1442827,1443150,324,1
1465333,1465641,309,1
1470427,1470813,387,1
1488760,1489083,324,1
1500244,1500603,360,1
1509454,1509846,393,1
1510288,1510641,354,1
1522177,1522602,426,1
1532533,1533063,531,1
1557922,1558281,360,1
1563394,1563789,396,1
1567276,1567659,384,1
1572547,1572927,381,1
1582834,1583493,660,1
1588135,1588593,459,1
1608364,1608690,327,1
1620292,1620666,375,1
1635364,1635696,333,1
1636222,1636686,465,1
1644856,1645776,921,1
1669102,1669443,342,1
1673572,1674162,591,1
1683994,1684533,540,1
1685326,1685670,345,1
1701586,1701903,318,1
1721305,1721658,354,1
1730380,1730682,303,1
1735645,1735944,300,1
1789639,1790466,828,1
1790854,1791525,672,1
1795657,1795956,300,1
1813489,1814025,537,1
1819111,1819551,441,1
1819615,1820028,414,1
1826371,1826913,543,1
1838569,1838946,378,1
1848745,1849125,381,1
1868773,1869261,489,1
1871311,1871664,354,1
1895116,1895466,351,1
1896562,1896966,405,1
1930297,1930665,369,1
1949527,1949844,318,1
1950670,1951017,348,1
2001367,2001906,540,1
2008702,2009274,573,1
2042068,2042625,558,1
2044687,2045034,348,1
2051944,2052381,438,1
2085484,2085834,351,1
2111701,2112780,1080,1
2114629,2115195,567,1
2163631,2164533,903,1
2201341,2201643,303,1
2255986,2256297,312,1
2274904,2275443,540,1
2307970,2308278,309,1
2314825,2315280,456,1
2327539,2327853,315,1
2328952,2329578,627,1
2330671,2331093,423,1
2331805,2332113,309,1
2341525,2341848,324,1
2346280,2346702,423,1
2348395,2348829,435,1
2355634,2355954,321,1
2356303,2356902,600,1
2384578,2384925,348,1
2443180,2443488,309,1
2481562,2481960,399,1
2500687,2501076,390,1
2510248,2510574,327,1
2543473,2543775,303,1
2546920,2547228,309,1
2598394,2598756,363,1
2602876,2603304,429,1
2608795,2609115,321,1
2634721,2635113,393,1
2675854,2676315,462,1
2689549,2689863,315,1
2692555,2692875,321,1
2692903,2693478,576,1
2737216,2737563,348,1
2737747,2738172,426,1
2749486,2749815,330,1
2756653,2756976,324,1
2798146,2798523,378,1
2801884,2802384,501,1
2806561,2806926,366,1
2809231,2809647,417,1
2820559,2820975,417,1
2827633,2828250,618,1
2852899,2853300,402,1
2876164,2876514,351,1
2921611,2921946,336,1
2930554,2931018,465,1
2966311,2966817,507,1
2976394,2976795,402,1
2983903,2984229,327,1
2992888,2993613,726,1
3004879,3005196,318,1
3010624,3010959,336,1
3082102,3082551,450,1
3093817,3094215,399,1
3132985,3133311,327,1
3140179,3140490,312,1
3140668,3140970,303,1
3162163,3162693,531,1
3168664,3169068,405,1
3171331,3171810,480,1
3182272,3182841,570,1
3195316,3195618,303,1
3200131,3200499,369,1
3201175,3201546,372,1
3207433,3207750,318,1
3238960,3239268,309,1
3240862,3241362,501,1
3258889,3259263,375,1
3269413,3269823,411,1
3271033,3271380,348,1
3306877,3307266,390,1
3355984,3356529,546,1
3365653,3366384,732,1
3367183,3397542,30360,1
3419371,3420672,1302,1
3425989,3426372,384,1
3443320,3444546,1227,1
3451582,3451998,417,1
3493045,3493416,372,1
3542881,3543216,336,1
3632254,3632589,336,1
3653392,3653733,342,1
3676153,3676467,315,1
3716467,3717276,810,1
3722926,3723522,597,1
3728923,3729348,426,1
3729907,3730227,321,1
3745573,3745890,318,1
3772630,3772962,333,1
3778825,3779124,300,1
3788401,3788760,360,1
3803593,3805872,2280,1
3834625,3834981,357,1
3882394,3882705,312,1
3903829,3904158,330,1
3969418,3969810,393,1
3998839,3999150,312,1
4001629,4001955,327,1
4008271,4008594,324,1
4014637,4015083,447,1
4018126,4018689,564,1
4049839,4050267,429,1
4050460,4051314,855,1
4056052,4056501,450,1
4066276,4066767,492,1
4128538,4128852,315,1
4131367,4131804,438,1
4138414,4138869,456,1
4147624,4148133,510,1
4151125,4151709,585,1
4185196,4185504,309,1
4219513,4219881,369,1
4243840,4244139,300,1
4265185,4265547,363,1
4288312,4288686,375,1
4376746,4377048,303,1
4404490,4405098,609,1
4407223,4407699,477,1
4408234,4408566,333,1
4473841,4474164,324,1
4526602,4526934,333,1
4544407,4544724,318,1
4580953,4581309,357,1
4581790,4582137,348,1
4584166,4584471,306,1
4600747,4601109,363,1
4601881,4602222,342,1
4622155,4622529,375,1
4657081,4657401,321,1
4697851,4698174,324,1
4699360,4699704,345,1
4706734,4707381,648,1
4728355,4728663,309,1
4730833,4731357,525,1
4758394,4758705,312,1
4781149,4781628,480,1
4784842,4785840,999,1
4794166,4794504,339,1
4799587,4799922,336,1
4806382,4806714,333,1
4809334,4809699,366,1
4815439,4815741,303,1
4818289,4818744,456,1
4852294,4852632,339,1
4893190,4893522,333,1
4929415,4929756,342,1
5011180,5011536,357,1
5069170,5069490,321,1
5098996,5099307,312,1
5222887,5223276,390,1
5257300,5257644,345,1
5264665,5264964,300,1
5326567,5326875,309,1
5379862,5380398,537,1
5381191,5381493,303,1
5415301,5415603,303,1
5467093,5467449,357,1
5504623,5504970,348,1
5552401,5552883,483,1
5558116,5558487,372,1
5586487,5587104,618,1
5589061,5589489,429,1
5598388,5598762,375,1
5658205,5658963,759,1
5668396,5668695,300,1
5682655,5683083,429,1
5686549,5686857,309,1
5714797,5715387,591,1
5720545,5720904,360,1
5723557,5724075,519,1
5735791,5736264,474,1
5801374,5801895,522,1
5834980,5835321,342,1
5861323,5861694,372,1
5916571,5916927,357,1
5959126,5959545,420,1
5972176,5972475,300,1
5979445,5979747,303,1
5991214,5991657,444,1
6049996,6050310,315,1
6054625,6054969,345,1
6073579,6073902,324,1
6082285,6082995,711,1
6087121,6087516,396,1
6088285,6088824,540,1
6095824,6096168,345,1
6121801,6122343,543,1
6123694,6123996,303,1
6153784,6154239,456,1
6156757,6157086,330,1
6160459,6160881,423,1
6175612,6176184,573,1
6183184,6183786,603,1
6284278,6284655,378,1
6288520,6288915,396,1
6290386,6290760,375,1
6317656,6318069,414,1
6325474,6325827,354,1
6330817,6331131,315,1
6333808,6334167,360,1
6419236,6419580,345,1
6459646,6459948,303,1
6518227,6518538,312,1
6525421,6526197,777,1
6541402,6541728,327,1
6550327,6550641,315,1
6591454,6591825,372,1
6620626,6620958,333,1
6682393,6682707,315,1
6704032,6704361,330,1
6717496,6718581,1086,1
6720409,6720708,300,1
6733357,6733707,351,1
6741634,6741945,312,1
6747526,6747942,417,1
6750985,6751332,348,1
6782869,6783177,309,1
6847555,6848019,465,1
6862150,6862497,348,1
6925732,6926064,333,1
6931036,6931458,423,1
6943138,6943578,441,1
6962971,6963570,600,1
7016371,7016757,387,1
7026580,7026891,312,1
7044970,7045284,315,1
7052776,7053087,312,1
7053760,7054101,342,1
7077397,7077729,333,1
7110643,7110954,312,1
7116559,7116870,312,1
7123858,7124481,624,1
7124944,7125252,309,1
7137271,7137597,327,1
7176751,7177197,447,1
7245418,7245783,366,1
7257868,7258194,327,1
7266259,7266597,339,1
7282198,7283046,849,1
7286584,7286913,330,1
7293478,7293849,372,1
7301923,7302246,324,1
7313587,7313892,306,1
7329082,7329408,327,1
7399474,7399791,318,1
7428580,7428927,348,1
7479721,7480077,357,1
7489744,7490067,324,1
7591465,7591797,333,1
7631770,7632078,309,1
7663654,7664130,477,1
7674730,7675029,300,1
7687165,7687596,432,1
7711912,7712274,363,1
7734649,7734990,342,1
7745791,7746135,345,1
7760566,7760991,426,1
7782247,7782558,312,1
7804387,7804731,345,1
7836994,7837539,546,1
7858285,7858626,342,1
7934923,7935426,504,1
7959436,7959762,327,1
7959796,7960185,390,1
7980982,7981317,336,1
8001112,8001429,318,1
8103124,8103435,312,1
8106640,8107137,498,1
8173468,8173953,486,1
8190004,8190309,306,1
8192260,8192652,393,1
8194216,8194800,585,1
8214211,8214513,303,1
8305033,8305428,396,1
8482954,8483391,438,1
8499850,8500446,597,1
8502463,8502909,447,1
8535487,8535843,357,1
8578177,8578644,468,1
8652430,8652759,330,1
8773930,8774238,309,1
8774377,8774703,327,1
8814331,8814906,576,1
8830093,8830416,324,1
8834536,8834910,375,1
8839831,8840388,558,1
8850295,8850609,315,1
8851642,8852082,441,1
8888245,8888604,360,1
8904937,8905269,333,1
8921515,8921838,324,1
8948494,8948823,330,1
9049129,9049476,348,1
9050998,9051642,645,1
9084322,9084708,387,1
9085942,9086373,432,1
9090025,9090378,354,1
9098212,9098892,681,1
9120526,9120996,471,1
9215659,9216180,522,1
9240913,9241239,327,1
9250954,9251529,576,1
9258757,9259200,444,1
9267256,9267558,303,1
9282712,9283143,432,1
9299689,9300081,393,1
9300478,9300852,375,1
9313891,9314238,348,1
9320272,9320583,312,1
9326836,9327213,378,1
9418615,9418923,309,1
9450901,9451215,315,1
9455977,9456294,318,1
9457738,9458505,768,1
9458539,9459045,507,1
9459547,9459945,399,1
9472243,9472551,309,1
9476353,9476673,321,1
9480016,9480378,363,1
9501490,9501846,357,1
9518653,9519087,435,1
9539614,9539943,330,1
9643114,9643530,417,1
9652609,9652953,345,1
9668848,9669168,321,1
9704329,9704664,336,1
9721573,9721881,309,1
9746545,9746874,330,1
9757150,9757455,306,1
9768922,9769254,333,1
9772705,9773052,348,1
9790849,9791169,321,1
9799975,9800274,300,1
9821758,9822531,774,1
9843115,9843735,621,1
9847636,9848235,600,1
9849436,9849759,324,1
9849796,9850110,315,1
9851305,9851745,441,1
9876253,9876642,390,1
9884953,9885507,555,1
9911212,9911580,369,1
9917476,9918024,549,1
9925549,9925890,342,1
9952564,9952869,306,1
9953155,9953571,417,1
9968737,9969060,324,1
9983170,9983565,396,1
9993565,9993870,306,1
9998134,9998478,345,1
10001878,10002357,480,1
10015264,10015680,417,1
10040206,10040628,423,1
10063570,10064010,441,1
10085194,10085724,531,1
10262002,10262373,372,1
10307821,10308141,321,1
10333741,10334073,333,1
10337302,10337706,405,1
10394677,10394988,312,1
10423201,10423620,420,1
10472200,10472589,390,1
10493530,10493970,441,1
10572538,10572843,306,1
10578637,10578999,363,1
10595566,10595907,342,1
10625620,10625925,306,1
10641565,10641945,381,1
10660225,10660680,456,1
10667839,10668336,498,1
10670908,10671279,372,1
10699756,10700289,534,1
10741321,10741764,444,1
10785943,10786284,342,1
10864903,10865271,369,1
10870624,10870959,336,1
10950712,10951308,597,1
10963129,10963593,465,1
11044639,11045040,402,1
11295862,11296161,300,1
11357347,11357760,414,1
11395714,11396013,300,1
11402509,11402973,465,1
11437900,11438310,411,1
11600200,11600502,303,1
11643967,11644299,333,1
11662360,11662707,348,1
11680573,11680875,303,1
11753950,11754306,357,1
11787787,11788497,711,1
11814076,11814456,381,1
11826901,11827224,324,1
11857609,11857914,306,1
11923720,11924043,324,1
11976613,11977173,561,1
12007579,12007926,348,1
12013021,12013347,327,1
12023425,12023799,375,1
12051487,12051831,345,1
12203341,12203682,342,1
12222475,12222813,339,1
12248089,12248457,369,1
12267598,12267897,300,1
12383053,12383463,411,1
12412366,12412734,369,1
12464251,12464610,360,1
12550453,12550803,351,1
12619375,12619782,408,1
12620695,12621009,315,1
12648691,12648990,300,1
12709084,12709485,402,1
12747712,12748080,369,1
12762346,12762777,432,1
12769885,12771804,1920,1
12923536,12923886,351,1
13000183,13000488,306,1
13133167,13133487,321,1
13149634,13150818,1185,1
13204600,13204920,321,1
13280860,13281174,315,1
13318492,13318794,303,1
13359376,13359717,342,1
13584376,13584675,300,1
13600081,13600509,429,1
13646380,13646757,378,1
13719646,13720023,378,1
13817560,13817955,396,1
13868869,13869168,300,1
13877125,13877427,303,1
13940476,13940802,327,1
14181592,14181906,315,1
14183656,14183955,300,1
14186365,14186682,318,1
14218177,14218491,315,1
14242060,14242608,549,1
14258032,14258349,318,1
14444968,14445363,396,1
14559175,14559477,303,1
14576494,14576823,330,1
14635054,14635422,369,1
14666206,14666508,303,1
14890027,14890341,315,1
15008539,15009096,558,1
15055171,15055476,306,1
15131167,15131856,690,1
15140389,15141105,717,1
15170155,15170523,369,1
15298120,15298428,309,1
15498577,15498879,303,1
15498883,15499224,342,1
15559588,15559893,306,1
15650017,15650340,324,1
15716065,15716364,300,1
15753388,15753711,324,1
15881074,15881562,489,1
15891532,15891858,327,1
15942616,15943026,411,1
16054438,16054752,315,1
16341460,16341768,309,1
16393660,16393974,315,1
16423480,16423824,345,1
16535908,16536222,315,1
16550392,16550697,306,1
16559236,16559568,333,1
